age,balance,housing,loan,campaign
34,5304,yes,no,2
35,71,yes,no,12
32,317,yes,no,2
32,728,yes,no,1
38,-121,yes,no,1
29,330,yes,no,1
31,825,yes,no,2
36,247,no,no,5
30,3100,yes,no,4
33,1301,yes,no,2
32,29050,yes,yes,2
27,1279,yes,yes,1
38,585,yes,no,3
38,63,yes,no,1
28,858,yes,no,1
40,0,no,no,4
34,581,yes,no,4
28,2034,yes,no,1
35,1,yes,yes,1
38,1146,yes,no,2
34,1091,yes,no,2
43,-177,yes,no,2
30,527,yes,yes,1
31,481,yes,no,2
29,5711,yes,yes,1
31,1755,yes,no,2
25,491,yes,no,1
27,2183,yes,yes,1
34,299,yes,no,2
39,1961,no,no,1
38,126,yes,no,2
27,967,yes,no,1
28,395,no,no,1
33,239,yes,no,1
48,338,yes,no,12
32,885,yes,no,2
32,564,yes,no,1
34,4499,no,no,1
34,603,yes,yes,3
35,-29,yes,yes,3
32,-325,yes,yes,1
31,428,yes,no,1
32,0,yes,yes,2
28,722,yes,no,1
33,541,yes,yes,1
30,702,yes,no,1
39,4444,yes,no,1
57,42,yes,no,3
39,0,yes,yes,3
24,-148,yes,no,1
34,1717,yes,no,2
32,1156,yes,no,1
32,1330,yes,no,1
33,754,yes,no,2
58,7198,yes,no,5
32,-198,yes,no,3
28,264,yes,no,2
32,5252,yes,no,2
30,1289,yes,no,2
28,-114,yes,no,2
32,4665,yes,no,2
37,5643,yes,no,1
29,445,yes,no,2
34,2412,yes,no,2
28,348,yes,no,2
36,775,yes,no,3
37,-114,yes,no,2
35,1631,yes,no,2
33,313,yes,no,2
34,0,yes,yes,2
35,3468,yes,no,3
24,171,yes,no,2
35,453,yes,no,2
40,558,yes,yes,3
32,1373,yes,no,2
38,-100,yes,no,2
35,432,yes,no,55
39,1985,yes,no,4
34,223,yes,no,3
33,2308,yes,no,2
36,4752,yes,no,2
52,1933,yes,no,4
58,1402,yes,no,5
39,5853,yes,no,2
26,186,yes,no,3
34,1739,yes,yes,2
38,6704,yes,no,2
35,1176,yes,no,2
30,-838,yes,no,2
33,28,yes,no,2
38,-165,yes,no,2
31,2294,yes,no,2
34,293,yes,no,3
33,609,yes,no,2
46,-867,yes,yes,5
27,-208,yes,no,2
35,1317,yes,no,4
32,335,yes,no,2
33,1390,yes,no,1
37,1818,yes,no,1
37,543,yes,no,1
31,3298,yes,no,2
40,1744,yes,no,11
34,89,yes,yes,2
32,-175,yes,no,1
36,20,yes,no,14
33,263,yes,no,3
27,392,yes,yes,2
31,1599,yes,no,1
32,644,yes,yes,1
53,813,yes,no,16
39,2271,yes,no,2
33,881,yes,no,5
48,5366,yes,no,3
38,924,yes,no,2
33,240,yes,no,3
38,578,yes,no,2
30,1317,yes,no,2
39,2003,yes,no,2
33,946,yes,no,2
46,0,no,no,10
32,920,yes,no,2
33,1545,yes,no,2
28,-427,yes,yes,2
38,3732,yes,no,2
33,8874,no,yes,3
37,7867,yes,no,2
32,1756,yes,no,3
31,4924,yes,no,2
32,4174,yes,no,2
34,360,yes,no,2
32,255,yes,yes,2
34,3744,yes,no,2
37,2205,no,no,4
31,510,yes,no,3
30,198,yes,no,3
31,24870,yes,no,2
32,43,yes,no,2
33,1779,yes,no,2
31,589,yes,yes,1
31,664,yes,yes,3
28,115,yes,no,13
36,352,yes,no,2
38,745,yes,no,15
31,5527,yes,no,1
31,629,yes,no,2
36,342,yes,yes,3
37,3326,yes,no,1
36,-491,yes,yes,3
31,0,yes,no,9
34,286,yes,no,1
34,4170,yes,no,1
32,76,yes,no,2
31,-194,no,no,2
33,1499,yes,no,2
34,245,yes,no,3
35,49,yes,no,2
30,4733,yes,no,2
36,0,yes,no,2
26,1284,yes,no,8
44,779,yes,no,3
23,965,yes,no,4
36,625,yes,no,2
39,568,yes,no,3
49,913,yes,yes,3
38,622,yes,no,2
51,140,yes,no,10
25,-61,yes,no,2
39,4441,yes,no,2
31,1138,yes,yes,3
37,0,yes,yes,5
27,-147,yes,yes,4
32,159,yes,no,3
34,336,yes,no,4
46,2173,yes,no,5
37,1455,yes,no,2
36,439,yes,no,5
32,783,yes,no,3
31,-280,no,no,3
53,1023,yes,no,3
33,4369,yes,no,3
30,144,yes,no,3
31,540,no,no,3
38,-5,yes,no,12
30,906,yes,yes,7
49,1568,no,no,6
44,858,yes,no,5
32,3696,no,no,3
56,3784,no,no,6
34,3119,yes,no,4
27,1518,yes,no,3
47,4822,yes,no,5
35,0,yes,no,5
40,1393,yes,no,8
30,1023,yes,no,3
48,4191,no,no,6
39,2645,yes,no,3
33,0,yes,no,3
38,776,yes,no,2
33,1165,yes,no,2
37,412,yes,no,4
57,461,yes,no,10
36,-402,no,no,6
37,1813,yes,no,4
32,1169,yes,no,2
26,0,yes,no,10
33,511,yes,no,2
46,328,yes,no,8
27,259,yes,no,10
52,126,no,no,4
36,5902,yes,no,4
33,10,yes,no,5
35,3137,yes,no,3
35,2238,yes,no,3
28,131,yes,no,14
35,773,yes,no,2
30,399,yes,yes,3
52,173,no,no,5
36,690,yes,no,2
39,1601,yes,no,2
39,439,yes,no,3
33,3132,yes,no,5
32,-408,yes,no,2
29,265,yes,no,2
37,363,yes,no,3
43,8541,yes,no,9
33,486,yes,no,2
33,594,yes,yes,1
32,98,no,yes,1
54,462,yes,no,3
33,372,yes,no,1
33,1221,yes,no,1
38,917,yes,no,1
34,0,yes,no,1
33,884,yes,no,1
32,587,yes,no,1
31,91,no,no,1
33,165,yes,no,1
34,456,yes,no,1
35,994,yes,no,8
31,1710,yes,no,1
33,1138,yes,yes,1
31,360,yes,no,1
32,2737,yes,yes,1
36,8564,yes,no,1
30,435,yes,yes,1
43,4243,yes,no,10
55,989,yes,yes,4
31,1186,yes,no,1
32,1261,yes,no,1
33,25,yes,no,3
31,206,yes,no,1
35,11423,yes,no,1
30,184,yes,no,1
35,1354,yes,no,2
29,751,yes,no,2
36,711,yes,no,2
37,453,yes,yes,1
32,1129,yes,no,1
33,237,yes,no,1
34,1239,yes,no,1
37,0,yes,no,6
33,392,yes,no,1
34,2490,yes,no,1
37,6714,yes,no,1
31,873,yes,no,4
34,1464,yes,no,1
35,90,yes,no,1
31,714,yes,no,1
33,463,yes,no,1
40,1516,yes,yes,1
31,509,yes,no,1
30,207,yes,no,2
30,3967,yes,no,1
37,3517,yes,no,1
38,435,yes,no,2
33,6227,yes,no,2
34,1092,no,no,1
35,394,yes,no,1
30,239,yes,no,1
40,-509,yes,no,1
31,-32,yes,no,1
32,11315,no,no,1
31,1273,yes,no,1
30,1649,yes,no,1
34,84,yes,no,1
30,278,yes,yes,1
32,2459,yes,yes,1
31,4941,yes,no,1
34,3798,yes,no,1
30,597,yes,no,1
32,-32,yes,no,1
37,525,yes,no,1
33,416,yes,yes,1
31,680,yes,no,1
37,4303,yes,no,1
32,3050,yes,no,1
34,750,yes,no,1
34,5547,yes,no,1
35,643,yes,no,1
33,-386,yes,no,1
31,5889,yes,no,1
32,207,yes,no,1
32,1883,yes,no,1
32,697,yes,no,1
31,14692,yes,no,1
30,595,yes,no,1
30,1243,yes,no,1
41,-326,yes,yes,2
33,17946,yes,no,1
34,2144,yes,no,1
39,1410,yes,no,1
33,18347,yes,no,1
33,177,yes,no,1
22,0,yes,no,2
35,291,no,no,1
34,1880,yes,no,1
31,7,yes,no,1
39,21,yes,no,1
30,136,yes,no,1
36,9068,yes,no,1
31,159,yes,no,1
42,2557,yes,no,3
39,287,yes,no,1
25,1765,yes,no,2
34,571,yes,no,2
31,0,yes,yes,1
35,700,yes,no,2
44,0,yes,no,4
28,59,yes,yes,2
28,370,yes,no,5
31,0,yes,no,2
32,225,yes,no,1
36,-118,yes,yes,2
32,390,yes,no,1
37,1379,yes,no,3
36,1168,yes,no,3
41,287,no,no,2
32,2549,yes,no,3
34,79,yes,no,1
31,0,yes,no,1
32,827,yes,no,2
39,12,yes,no,1
36,973,yes,yes,1
34,1408,yes,no,1
34,2495,yes,no,1
35,339,yes,no,1
32,0,yes,no,2
36,520,yes,no,2
40,5745,yes,yes,1
36,222,yes,no,1
33,-355,yes,no,2
31,1804,yes,no,1
30,253,yes,no,2
33,524,yes,no,2
29,132,no,no,3
36,-1,yes,yes,1
47,-401,yes,no,1
32,410,yes,no,2
32,3155,yes,no,3
50,247,no,no,1
41,16,no,no,1
29,823,yes,no,2
24,1141,yes,no,1
56,246,yes,no,1
55,-102,yes,no,1
32,151,no,no,2
32,1212,yes,no,2
56,397,yes,no,1
32,-6,no,no,2
28,56,yes,no,1
34,1156,yes,no,2
36,-327,yes,yes,1
26,1570,yes,no,1
51,-175,yes,yes,1
43,353,yes,no,1
42,61,yes,no,1
31,-1206,yes,no,1
29,208,yes,no,1
28,38,yes,no,1
52,-209,yes,yes,1
44,759,yes,no,1
38,-40,yes,no,1
28,4,yes,no,1
24,45,yes,yes,1
29,-753,yes,yes,1
24,820,yes,no,1
32,0,yes,yes,1
27,672,yes,no,1
41,-762,yes,yes,1
42,422,yes,no,2
25,51,yes,no,2
36,1601,yes,no,3
36,2278,yes,no,2
24,110,yes,no,1
32,539,yes,yes,2
37,-332,yes,no,2
46,0,no,no,2
29,468,yes,yes,1
43,240,yes,no,2
30,2,no,yes,3
33,339,yes,no,4
46,295,yes,no,6
54,7252,no,no,2
36,1109,yes,no,5
40,-319,yes,no,3
34,5553,yes,no,5
30,187,yes,no,1
30,2080,yes,no,2
45,-319,yes,no,1
25,-221,yes,no,1
28,2114,no,yes,1
30,4009,yes,no,4
35,579,yes,no,3
48,3142,no,no,1
35,-205,yes,no,14
30,79,no,no,3
38,-591,yes,no,1
55,440,no,no,1
32,-274,yes,yes,2
45,0,yes,yes,1
35,2043,yes,yes,2
30,282,yes,yes,2
31,-26,yes,yes,1
46,-267,no,no,3
29,368,yes,no,1
33,745,yes,no,4
49,383,yes,no,3
37,239,yes,no,2
47,382,yes,no,4
39,2679,yes,yes,1
32,3,yes,no,3
55,4746,yes,no,3
41,30,no,no,1
39,-455,yes,no,2
30,0,yes,no,2
31,-78,yes,yes,2
30,302,yes,yes,1
44,-299,yes,no,1
31,1611,yes,no,2
34,498,yes,no,2
32,0,no,no,3
26,454,yes,yes,18
39,0,yes,no,2
35,30,no,no,1
35,511,yes,yes,1
32,127,yes,no,2
32,1940,yes,no,2
30,-108,yes,no,1
43,242,yes,no,1
29,1012,yes,no,1
27,-393,yes,yes,2
27,430,yes,no,2
33,-825,yes,no,2
29,135,yes,no,6
28,369,yes,no,3
32,1522,yes,no,3
30,523,yes,no,2
39,104,yes,no,6
35,341,yes,no,2
49,3767,yes,no,13
32,1667,yes,no,3
35,430,yes,no,50
37,603,yes,no,2
45,0,no,no,5
37,510,yes,no,6
40,0,yes,no,2
33,17455,yes,yes,4
36,176,yes,no,1
42,139,yes,no,1
30,3625,yes,no,2
32,1651,yes,no,2
26,74,yes,no,6
45,-311,yes,no,1
35,-413,yes,no,1
39,1202,yes,no,2
33,321,yes,no,5
32,221,yes,no,4
27,1996,yes,no,1
39,1222,yes,no,4
43,150,yes,yes,2
31,701,yes,no,2
50,0,yes,yes,1
53,-375,yes,no,1
31,6374,yes,no,2
36,387,yes,no,1
45,149,yes,no,3
38,630,yes,no,3
31,150,yes,no,2
31,1358,yes,yes,2
36,614,yes,no,5
40,-212,yes,yes,1
30,590,yes,no,3
35,8,yes,no,4
42,687,yes,yes,1
45,61,yes,yes,1
41,-210,yes,yes,1
33,1541,yes,no,2
32,1342,yes,no,2
32,4,yes,no,2
30,501,yes,no,3
34,128,yes,no,4
33,1464,yes,no,3
30,6,yes,no,2
34,-369,yes,no,2
38,1375,yes,no,3
36,0,no,no,2
34,4053,yes,no,2
24,-286,yes,no,2
30,253,yes,no,4
34,157,yes,no,17
39,1951,yes,no,2
36,4519,yes,no,2
33,1134,yes,no,2
31,426,yes,no,7
43,-495,yes,yes,1
34,1049,yes,no,14
33,463,yes,no,4
33,3546,yes,no,2
53,1,yes,yes,1
54,-239,yes,no,1
31,1340,yes,no,2
46,772,yes,no,1
54,-630,no,no,1
37,507,yes,yes,1
32,736,yes,no,3
40,395,yes,yes,1
60,-46,no,no,2
33,2599,yes,no,3
35,-461,no,no,1
33,0,no,no,3
39,3643,yes,no,3
58,0,yes,no,6
43,-141,yes,yes,1
38,526,yes,yes,2
49,23,yes,no,1
35,839,yes,no,3
53,-1455,yes,no,2
40,-306,yes,no,1
36,655,yes,no,4
42,3465,yes,no,9
36,876,yes,no,2
35,154,yes,no,4
33,67,yes,yes,4
37,5205,yes,no,2
44,5773,no,no,6
35,0,yes,yes,2
36,1694,yes,yes,6
31,1074,yes,no,2
40,278,yes,no,3
38,1102,yes,no,3
46,0,yes,no,3
29,0,yes,no,2
33,-346,yes,yes,3
32,415,no,no,2
48,851,no,yes,3
32,1247,yes,no,3
35,91,yes,no,4
32,882,no,no,3
42,165,yes,no,2
32,1501,yes,no,6
35,1529,no,no,4
39,293,yes,no,3
30,1572,yes,yes,3
30,-679,yes,no,3
32,497,yes,no,3
28,-303,yes,no,2
30,9194,yes,no,2
44,97,yes,no,14
34,70,yes,yes,4
38,1839,no,no,2
27,1492,yes,no,13
31,357,yes,no,3
37,192,yes,no,2
45,875,yes,yes,2
33,0,yes,no,5
39,-288,no,no,9
32,1581,no,no,3
31,2910,yes,no,2
38,372,no,no,3
32,9,yes,no,2
32,1780,yes,no,4
33,2665,yes,no,2
49,188,yes,no,16
32,506,yes,no,6
32,38,yes,no,5
31,-331,yes,no,5
39,31,yes,no,4
37,-21,yes,yes,2
33,1847,yes,no,6
35,208,yes,no,3
37,5,yes,no,2
31,-848,yes,no,3
35,317,yes,no,3
38,5779,yes,no,3
31,489,yes,no,4
30,4,yes,no,3
31,631,yes,no,4
44,0,yes,no,2
51,3,no,yes,2
31,2197,yes,no,3
35,178,yes,no,2
34,358,yes,no,4
32,3144,yes,no,2
31,309,yes,no,6
34,391,yes,yes,2
32,1903,yes,no,3
50,1605,yes,no,2
36,141,yes,no,3
58,-205,yes,no,2
30,2150,yes,no,4
36,111,yes,no,3
31,57,yes,yes,5
37,876,yes,no,4
33,2,no,no,4
31,-357,yes,no,4
37,13849,yes,no,5
37,0,no,no,3
40,5517,yes,no,13
58,5505,yes,no,4
46,4707,yes,no,8
32,523,yes,no,5
26,-516,yes,no,2
49,1878,yes,yes,11
30,253,yes,no,4
33,471,no,no,4
44,-315,yes,no,3
34,240,yes,no,3
31,1098,yes,no,2
26,-211,yes,no,3
31,9874,yes,no,5
29,1008,yes,no,9
36,165,yes,no,4
52,3622,yes,yes,7
31,92,yes,no,17
53,7598,yes,no,7
35,0,yes,no,4
46,-143,yes,no,9
39,540,yes,yes,2
31,1495,yes,yes,3
38,0,yes,no,2
53,3316,yes,no,6
27,3,yes,no,5
34,387,yes,no,3
40,33,no,no,3
37,152,yes,no,3
32,41,yes,yes,2
60,1718,yes,no,6
49,-287,yes,no,1
30,2317,yes,no,5
41,71,yes,no,3
38,283,yes,no,1
44,-627,yes,no,2
56,-216,yes,no,1
49,-347,yes,no,2
50,199,yes,yes,1
31,31,yes,yes,2
52,0,yes,no,1
58,674,yes,no,1
37,-796,yes,yes,1
43,470,yes,yes,1
47,4063,yes,yes,1
53,-372,yes,no,1
32,1156,yes,no,5
37,-886,yes,no,1
42,-245,no,yes,1
33,157,yes,no,5
37,510,yes,no,1
40,-426,no,yes,1
34,-436,yes,no,1
41,320,yes,no,1
59,0,no,yes,1
30,541,yes,no,2
32,1337,no,no,6
42,-280,yes,no,1
36,247,yes,no,1
44,-1379,yes,yes,1
49,383,yes,yes,1
56,-85,yes,yes,1
43,0,yes,no,3
50,683,yes,yes,3
58,295,yes,yes,2
43,978,yes,yes,2
33,105,yes,no,4
34,503,yes,no,2
36,-8,yes,no,2
59,-396,yes,no,1
46,-454,yes,no,1
51,-380,yes,no,1
35,1098,yes,no,17
37,155,yes,no,1
44,-54,yes,yes,1
48,238,yes,no,2
44,106,yes,no,1
30,0,yes,no,1
35,3888,no,no,5
42,-138,yes,no,1
46,1728,yes,no,2
50,1651,yes,no,2
37,0,yes,no,1
56,463,no,no,2
54,-361,yes,no,1
33,-27,yes,no,1
36,0,no,no,1
39,0,yes,no,1
35,-239,yes,no,1
25,1182,yes,no,2
37,0,yes,no,1
44,1262,yes,no,11
37,435,yes,no,1
29,149,yes,no,4
32,241,yes,no,1
59,879,yes,no,1
46,-171,yes,no,1
34,241,yes,yes,1
35,103,yes,no,2
53,1925,yes,no,1
48,-212,yes,yes,1
35,-587,yes,no,1
39,259,yes,no,1
36,19,yes,yes,1
32,86,yes,no,1
30,214,yes,yes,1
31,895,yes,no,1
48,145,yes,no,38
43,-1701,yes,no,1
42,193,yes,no,1
37,-255,yes,no,2
40,19343,yes,no,4
46,0,yes,no,2
43,0,no,no,1
53,137,no,yes,1
30,-170,yes,yes,1
40,-342,yes,no,1
38,-673,yes,no,1
40,193,yes,yes,1
40,655,yes,no,1
38,25,yes,yes,3
49,305,yes,yes,1
36,125,yes,no,1
45,591,yes,no,1
46,537,no,no,5
42,-68,yes,yes,1
35,-197,yes,no,1
34,-538,yes,no,1
47,-213,yes,no,1
29,340,yes,yes,1
34,-694,yes,no,1
36,160,yes,no,1
57,3284,yes,no,1
47,191,yes,no,1
53,1252,yes,no,1
40,669,yes,no,3
34,2064,yes,no,2
33,-53,yes,no,1
30,-754,yes,yes,1
31,89,yes,no,1
54,153,yes,yes,1
35,788,yes,no,1
35,947,yes,no,2
32,358,no,no,1
29,1395,yes,no,1
34,-563,yes,no,1
39,97,yes,yes,1
41,-651,yes,yes,1
36,101,yes,yes,1
29,494,yes,no,2
44,902,no,no,1
43,527,yes,no,12
38,322,yes,no,1
39,-606,yes,no,1
31,747,yes,no,2
54,682,yes,yes,1
32,18,no,no,1
58,0,yes,no,1
32,405,yes,no,1
31,298,yes,yes,1
33,1595,yes,no,1
28,1107,yes,no,1
31,682,yes,no,5
34,-287,yes,yes,1
31,2229,yes,no,4
28,7544,yes,no,1
37,3429,yes,yes,8
32,-204,yes,yes,2
50,14,yes,yes,1
45,61,yes,no,4
34,635,yes,no,1
56,0,yes,no,1
26,245,yes,no,11
37,-476,yes,no,2
33,-424,yes,no,1
47,-545,yes,yes,5
33,9725,yes,no,4
27,162,no,no,9
34,-175,yes,no,1
44,-75,yes,no,1
37,695,yes,no,2
45,18,yes,no,2
55,-473,yes,no,1
31,360,yes,no,4
34,-367,yes,no,1
58,0,yes,no,2
39,-72,yes,no,2
31,-110,yes,no,1
40,-396,yes,no,1
37,125,no,no,2
36,605,yes,no,1
28,880,yes,no,1
31,-309,yes,no,1
33,1746,yes,no,2
33,95,yes,no,2
28,48,no,no,3
48,569,yes,yes,1
28,930,yes,yes,1
33,320,yes,yes,3
29,258,yes,no,1
40,277,yes,no,2
28,102,yes,no,2
59,93,no,no,2
51,21,no,no,1
47,2070,yes,yes,1
25,96,no,no,1
45,2316,yes,no,3
59,174,yes,yes,1
33,-297,yes,no,2
34,-465,no,no,1
48,0,yes,no,1
39,519,yes,yes,1
47,192,yes,no,1
43,314,yes,yes,1
31,-274,yes,no,1
29,283,no,yes,1
51,-1013,yes,no,1
32,-376,yes,no,1
35,207,yes,no,1
34,66,yes,no,1
47,1573,yes,no,1
33,5,yes,no,2
34,7216,yes,no,2
26,-330,yes,yes,2
32,2619,yes,no,14
57,138,no,no,5
49,-236,yes,no,2
30,764,no,no,2
33,-45,yes,no,2
34,1257,yes,no,7
40,3311,yes,yes,6
29,1185,yes,no,1
28,0,yes,no,2
31,-452,yes,no,5
27,-446,yes,no,1
30,265,yes,no,4
27,293,yes,no,3
54,-305,yes,no,3
35,690,yes,no,3
33,2720,yes,no,3
36,-140,yes,no,2
26,1256,no,no,1
32,620,yes,no,3
30,-95,yes,yes,3
39,1,yes,no,2
29,354,yes,no,1
32,494,yes,no,2
39,116,yes,no,3
44,476,yes,yes,2
38,791,yes,no,2
51,53,yes,no,2
39,-1026,yes,no,2
37,316,yes,no,2
41,457,yes,yes,2
41,-556,yes,yes,3
29,2,yes,yes,1
32,0,yes,yes,2
29,484,yes,no,2
34,200,yes,no,6
54,-415,yes,no,2
33,899,yes,no,3
26,205,no,no,1
52,241,yes,no,2
35,473,yes,yes,4
30,529,yes,yes,3
30,187,yes,no,6
59,217,yes,no,3
24,984,yes,no,3
34,27,yes,no,3
52,-99,no,yes,3
32,3,yes,no,3
44,189,yes,no,3
29,54,yes,yes,3
48,302,yes,no,3
34,2287,yes,no,4
37,-88,yes,no,1
35,291,yes,no,1
45,77,yes,no,3
31,-68,yes,no,4
38,504,yes,no,3
31,-579,yes,no,1
26,381,yes,no,2
37,-498,yes,yes,1
39,501,no,no,1
34,-196,yes,yes,1
29,5284,yes,no,1
53,105,yes,no,3
49,283,yes,no,2
34,-566,yes,no,2
31,-576,yes,no,2
28,0,yes,no,3
33,-167,yes,no,1
33,0,yes,no,6
24,-256,yes,no,2
34,1640,yes,no,3
48,1492,yes,no,2
42,0,no,no,2
34,1928,yes,no,2
35,23,yes,no,1
43,-476,yes,no,1
35,437,yes,no,1
59,-247,yes,no,1
42,-921,yes,no,2
35,-158,no,no,2
54,-800,yes,no,2
50,517,yes,no,2
44,-199,no,no,3
23,175,yes,no,1
39,283,yes,no,2
56,74,yes,no,2
27,1693,yes,no,2
31,-307,yes,yes,2
29,0,no,no,3
43,607,yes,no,2
28,328,no,no,1
46,494,yes,no,1
36,1746,yes,no,1
28,1050,yes,no,1
38,198,yes,no,2
31,-502,yes,yes,2
40,-626,yes,no,2
40,104,yes,no,2
32,-91,yes,no,2
39,21111,yes,no,4
28,460,yes,no,6
41,526,no,no,3
54,-69,yes,no,2
31,1032,yes,no,6
41,-140,yes,no,3
38,6,yes,no,4
30,306,no,no,14
57,1024,yes,no,6
30,975,yes,no,1
40,1327,yes,yes,2
46,626,yes,no,2
43,-93,yes,no,2
35,442,yes,no,3
38,1449,no,no,6
44,-544,yes,yes,3
43,-69,yes,no,2
37,1785,yes,no,4
35,-94,yes,no,2
33,941,yes,no,2
43,-204,yes,no,2
33,480,yes,no,4
31,1145,yes,no,4
32,782,yes,no,4
28,339,yes,no,2
36,4587,no,no,4
33,1050,yes,no,4
37,1147,yes,yes,2
39,879,yes,no,2
45,0,yes,no,2
44,0,no,no,3
53,974,yes,no,2
47,-614,yes,no,2
59,252,yes,yes,2
27,953,yes,no,2
45,5888,yes,no,5
30,129,yes,no,7
40,5880,yes,no,6
33,403,yes,no,2
30,1265,yes,yes,2
26,685,yes,no,2
45,-901,yes,no,3
33,99,yes,no,11
28,541,yes,no,3
44,3057,yes,no,4
58,343,yes,no,4
46,479,yes,no,3
48,2697,yes,yes,5
24,66,yes,no,2
35,303,yes,yes,3
33,168,yes,no,2
37,-196,yes,no,2
33,0,yes,no,2
23,-213,yes,yes,2
33,4436,yes,no,6
31,27,yes,yes,5
29,1612,yes,no,2
43,87,yes,no,2
32,9894,yes,no,4
37,4030,yes,no,5
26,339,yes,no,5
49,-215,yes,no,2
39,26,yes,yes,4
27,-220,yes,no,2
33,440,yes,no,2
46,25,no,no,2
31,0,yes,no,2
54,-152,yes,yes,11
59,-22,yes,no,3
24,685,yes,no,3
33,-367,yes,yes,2
28,289,yes,no,1
34,1414,yes,no,4
53,-421,yes,no,4
45,607,yes,no,7
28,576,yes,yes,4
49,365,no,no,2
35,1209,yes,no,3
32,5151,yes,yes,4
43,448,yes,no,6
29,0,no,no,2
54,1464,yes,yes,4
39,36,yes,no,3
32,4110,yes,no,3
26,901,yes,no,2
31,314,yes,no,7
52,306,yes,no,3
32,1037,yes,no,3
41,-571,yes,yes,4
40,96,yes,yes,2
45,-376,yes,no,4
37,445,yes,no,2
34,60,yes,no,10
31,823,no,no,3
42,-551,yes,yes,6
23,0,yes,yes,5
37,23,yes,no,2
32,70,yes,no,6
39,474,yes,yes,4
31,3201,yes,no,5
32,4,yes,no,5
59,0,yes,no,7
31,-186,yes,no,3
45,159,yes,no,3
36,452,yes,no,5
33,61,yes,no,3
34,6575,yes,no,4
48,2294,yes,no,11
55,39,yes,no,5
33,392,yes,yes,3
28,-358,yes,no,2
34,1255,yes,yes,7
33,-271,yes,yes,2
60,-382,yes,no,2
39,2805,yes,no,23
35,229,no,no,3
31,0,yes,no,6
38,2366,yes,no,4
28,4716,yes,no,2
48,1631,yes,no,5
37,3344,yes,no,5
32,-331,yes,yes,3
30,108,yes,no,8
37,337,yes,no,5
24,553,yes,no,1
30,3532,yes,no,5
33,2065,yes,yes,2
33,133,yes,no,4
34,72,yes,no,2
43,278,yes,no,20
41,2085,yes,no,4
34,247,yes,yes,5
46,1,yes,yes,3
32,6471,yes,yes,4
52,-4,no,no,3
35,77,yes,no,3
27,639,yes,no,1
36,-870,yes,no,2
52,-63,yes,no,4
47,-1379,yes,no,3
34,4131,yes,no,7
38,-281,yes,no,16
24,9,yes,no,7
50,-463,yes,no,3
36,3935,yes,yes,6
37,35,yes,yes,6
51,51,no,no,2
40,0,yes,no,4
39,7137,yes,no,7
38,0,yes,no,2
43,109,yes,no,3
50,-157,yes,no,3
35,226,no,no,5
49,6758,yes,yes,3
36,-185,yes,no,2
47,48,no,no,2
54,1353,yes,no,2
48,3,yes,no,4
43,429,yes,no,4
49,134,yes,yes,2
32,-15,no,no,2
42,208,yes,no,2
38,27,yes,no,4
44,-222,yes,no,3
31,91,no,no,2
30,612,yes,no,6
38,5455,yes,no,3
60,1307,yes,no,11
35,4038,yes,yes,6
29,2776,yes,no,1
43,0,yes,no,1
36,0,yes,no,2
29,1016,yes,no,1
53,87,yes,no,9
38,508,yes,no,2
59,351,yes,no,5
28,352,yes,yes,3
36,203,yes,no,5
40,189,yes,no,2
36,293,yes,no,4
58,-197,yes,no,4
49,489,yes,no,4
43,-124,yes,no,5
55,150,yes,yes,1
35,-185,yes,yes,2
50,74,yes,yes,1
48,653,yes,no,1
28,737,yes,yes,1
34,-92,yes,no,1
37,132,no,no,2
33,-119,yes,no,1
58,92,yes,no,1
44,-215,yes,no,2
49,-849,yes,yes,1
28,32,yes,no,1
39,214,yes,no,11
26,3160,yes,no,1
31,0,yes,no,2
32,-1500,yes,no,2
52,876,no,no,3
32,-124,no,no,1
28,8,yes,no,1
32,3517,yes,no,5
28,46,yes,no,3
53,-725,yes,no,1
33,810,yes,no,1
39,-50,yes,no,1
37,-21,yes,no,2
45,473,yes,no,1
37,-24,yes,no,1
45,-302,yes,no,1
31,557,yes,yes,1
32,-238,yes,no,1
34,-106,yes,no,1
39,-44,yes,no,1
56,373,yes,no,1
32,535,yes,yes,2
31,169,yes,no,1
43,372,yes,no,1
33,-1040,yes,yes,1
23,836,yes,no,1
32,17,yes,no,1
32,-634,yes,yes,1
39,-131,yes,yes,1
39,326,yes,no,1
30,0,yes,yes,1
37,57,yes,no,1
46,-268,yes,no,1
29,115,no,no,1
51,-26,yes,no,1
46,-371,yes,no,1
31,4388,yes,no,2
40,-335,yes,no,1
26,3154,yes,yes,1
32,-458,no,no,1
27,1475,yes,no,1
36,-330,yes,yes,2
36,-417,yes,no,3
27,0,yes,no,1
56,408,yes,no,1
28,110,yes,no,1
34,-294,yes,no,2
34,-61,yes,no,1
45,23,yes,no,4
40,3087,yes,yes,1
25,-187,yes,yes,4
32,146,no,no,10
28,939,yes,no,1
33,1217,yes,no,3
32,-11,yes,no,1
36,-69,yes,no,2
38,-212,yes,no,2
23,345,yes,no,2
22,356,yes,no,2
56,-663,yes,no,2
35,-482,yes,no,1
33,991,yes,no,1
30,501,yes,yes,1
34,256,no,no,2
59,-48,yes,no,1
26,1641,yes,no,1
42,818,yes,no,1
48,154,yes,no,3
31,-641,yes,yes,2
28,219,yes,no,1
36,1867,yes,yes,2
27,910,yes,yes,1
39,34,yes,no,1
35,712,yes,no,2
28,0,yes,no,1
